COUSUBFP,NAMELSAD,Place Name,Label
20461,Douglas township,Clark County,None
54794,Oakland township,Schuyler County,None
2492,Ashkum township,Iroquois County,None
5014,Belmont township,Iroquois County,None
48814,Middleport township,Iroquois County,None
61665,Prairie Green township,Iroquois County,None
39396,Kelly township,Warren County,None
42847,Lenox township,Warren County,None
50023,Monmouth township,Warren County,None
77655,Vermont township,Fulton County,None
56302,Orange township,Clark County,None
1101,Alto township,Lee County,None
6938,Bluff Springs township,Cass County,None
92555,Precinct 2,Monroe County,None
92560,Precinct 3,Monroe County,None
2401,Artesia township,Iroquois County,None
4455,Beaver township,Iroquois County,None
74093,Swan township,Warren County,None
83089,Woodland township,Fulton County,None
84077,Young Hickory township,Fulton County,None
40130,Kinmundy township,Marion County,None
92565,Precinct 4,Monroe County,None
92570,Precinct 5,Monroe County,None
55223,Odin township,Marion County,None
92580,Precinct 7,Monroe County,None
92585,Precinct 8,Monroe County,None
92590,Precinct 9,Monroe County,None
65858,Roseville township,Warren County,None
4520,Beaverville township,Iroquois County,None
17367,Crescent township,Iroquois County,None
20487,Douglas township,Iroquois County,None
27286,Fountain Creek township,Iroquois County,None
56055,Omega township,Marion County,None
67457,Sandoval township,Marion County,None
58070,Patoka township,Marion County,None
932,Alma township,Marion County,None
23321,Elkhorn Grove township,Carroll County,None
92610,Precinct 13,Monroe County,None
92625,Precinct 16,Monroe County,None
92630,Precinct 17,Monroe County,None
92635,Precinct 18,Monroe County,None
92640,Precinct 19,Monroe County,None
37725,Iroquois township,Iroquois County,None
44277,Loda township,Iroquois County,None
44979,Lovejoy township,Iroquois County,None
49061,Milford township,Iroquois County,None
92600,Precinct 11,Monroe County,None
92615,Precinct 14,Monroe County,None
92665,Precinct 24,Monroe County,None
92680,Precinct 27,Monroe County,None
92645,Precinct 20,Monroe County,None
92660,Precinct 23,Monroe County,None
92670,Precinct 25,Monroe County,None
92675,Precinct 26,Monroe County,None
92690,Precinct 29,Monroe County,None
92695,Precinct 30,Monroe County,None
3831,Barrington township,Cook County,Current Clients
5586,Berwyn township,Cook County,None
72416,Staunton township,Macoupin County,None
14793,Clayton township,Woodford County,None
49074,Milks Grove township,Iroquois County,None
56094,Onarga township,Iroquois County,None
57589,Papineau township,Iroquois County,None
59767,Pigeon Grove township,Iroquois County,None
63901,Ridgeland township,Iroquois County,None
91980,McClure precinct,Alexander County,None
92304,Olive Branch precinct,Alexander County,None
93114,Sandusky precinct,Alexander County,None
69225,Sheldon township,Iroquois County,None
7627,Boynton township,Tazewell County,None
14403,Cincinnati township,Tazewell County,In the Pipeline
18953,Deer Creek township,Tazewell County,In the Pipeline
28833,Genesee township,Whiteside County,In the Pipeline
32174,Hahnaman township,Whiteside County,In the Pipeline
36178,Hopkins township,Whiteside County,In the Pipeline
36581,Hume township,Whiteside County,In the Pipeline
19239,Delavan township,Tazewell County,In the Pipeline
23607,Elm Grove township,Tazewell County,In the Pipeline
26636,Fondulac township,Tazewell County,In the Pipeline
50270,Montmorency township,Whiteside County,In the Pipeline
92700,Precinct 31,Monroe County,None
92705,Precinct 32,Monroe County,None
92710,Precinct 33,Monroe County,None
92715,Precinct 34,Monroe County,None
92720,Precinct 35,Monroe County,None
92725,Precinct 36,Monroe County,None
10474,Calumet township,Cook County,None
14364,Cicero township,Cook County,None
42808,Lemont township,Cook County,None
52909,New Trier township,Cook County,None
24192,Enfield township,White County,None
34228,Heralds Prairie township,White County,None
63745,Richwood township,Jersey County,None
38401,Jersey township,Jersey County,None
49672,Mississippi township,Jersey County,None
56952,Otter Creek township,Jersey County,None
59598,Piasa township,Jersey County,None
62354,Quarry township,Jersey County,None
65689,Rosedale township,Jersey County,None
42990,Levan township,Jackson County,None
51466,Murphysboro township,Jackson County,None
92650,Precinct 21,Monroe County,None
67522,Sand Ridge township,Jackson County,None
31940,Groveland township,Tazewell County,None
35359,Hittle township,Tazewell County,In the Pipeline
45792,Mackinaw township,Tazewell County,In the Pipeline
46435,Manlius township,Bureau County,None
46266,Malone township,Tazewell County,In the Pipeline
50634,Morton township,Tazewell County,In the Pipeline
58460,Pekin township,Tazewell County,In the Pipeline
65520,Rooks Creek township,Livingston County,None
4169,Bath township,Mason County,None
77538,Vergennes township,Jackson County,None
30783,Grand Tower township,Jackson County,None
60963,Pomona township,Jackson County,None
17627,Crook township,Hamilton County,None
40299,Knight Prairie township,Hamilton County,None
92620,Precinct 15,Monroe County,None
92655,Precinct 22,Monroe County,None
0,County subdivisions not defined,Cook County,None
7939,Bremen township,Cook County,None
32694,Hanover township,Cook County,Current Clients
53013,Niles township,Cook County,In the Pipeline
62133,Proviso township,Cook County,None
75198,Thornton township,Cook County,None
53676,Northfield township,Cook County,Current Clients
54430,Norwood Park township,Cook County,None
54898,Oak Park township,Cook County,None
56614,Orland township,Cook County,None
36802,Hurricane township,Fayette County,None
40533,La Clede township,Fayette County,None
44459,Lone Grove township,Fayette County,None
56913,Otego township,Fayette County,None
68926,Shafter township,Fayette County,None
81022,Wheatland township,Fayette County,None
81568,Wilberton township,Fayette County,None
70408,Somerset township,Jackson County,None
72130,Spring Lake township,Tazewell County,In the Pipeline
75978,Tremont township,Tazewell County,In the Pipeline
79046,Washington township,Tazewell County,None
75796,Toulon township,Stark County,None
57238,Palatine township,Cook County,Current Clients
57355,Palos township,Cook County,None
64434,Riverside township,Cook County,None
68016,Schaumburg township,Cook County,Current Clients
9590,Bunker Hill township,Macoupin County,None
8277,Brighton township,Macoupin County,None
529,Albany township,Whiteside County,In the Pipeline
62640,Ramsey township,Fayette County,None
68549,Sefton township,Fayette County,None
55483,Okawville township,Washington County,None
54599,Oakdale township,Washington County,None
15651,Coloma township,Whiteside County,In the Pipeline
25817,Fenton township,Whiteside County,In the Pipeline
28157,Fulton township,Whiteside County,In the Pipeline
28586,Garden Plain township,Whiteside County,In the Pipeline
763,Allen township,La Salle County,None
8583,Brookfield township,La Salle County,None
18784,Dayton township,La Salle County,None
45447,Lyons township,Cook County,None
81100,Wheeling township,Cook County,Current Clients
6067,Bird township,Macoupin County,None
9135,Brushy Mound township,Macoupin County,None
27390,Fox township,Jasper County,None
19980,Dimmick township,La Salle County,None
21436,Eagle township,La Salle County,None
21527,Earl township,La Salle County,None
22424,Eden township,La Salle County,None
25284,Fall River township,La Salle County,None
25583,Farm Ridge township,La Salle County,None
30744,Grand Rapids township,La Salle County,None
11209,Carlinville township,Macoupin County,None
29405,Girard township,Macoupin County,None
35242,Hillyard township,Macoupin County,None
35996,Honey Point township,Macoupin County,None
77070,Ustick township,Whiteside County,None
23217,Elk township,Jackson County,None
844,Allens Grove township,Mason County,None
36100,Hope township,La Salle County,None
42197,LaSalle township,La Salle County,None
46448,Manlius township,La Salle County,None
48346,Mendota township,La Salle County,None
48463,Meriden township,La Salle County,None
49204,Miller township,La Salle County,None
51037,Mount Olive township,Macoupin County,None
54040,North Otter township,Macoupin County,None
26766,Forest City township,Mason County,None
33526,Havana township,Mason County,None
46396,Manito township,Mason County,None
58629,Pennsylvania township,Mason County,None
62419,Quiver township,Mason County,None
54053,North Palmyra township,Macoupin County,None
60924,Polk township,Macoupin County,None
49646,Mission township,La Salle County,None
54248,Northville township,La Salle County,None
56731,Osage township,La Salle County,None
56939,Ottawa township,La Salle County,None
56965,Otter Creek township,La Salle County,None
68419,Scottville township,Macoupin County,None
69121,Shaws Point township,Macoupin County,None
69576,Shipman township,Macoupin County,None
78162,Virden township,Macoupin County,None
126,Abington township,Mercer County,None
80229,Western Mound township,Macoupin County,None
61990,Prophetstown township,Whiteside County,In the Pipeline
72553,Sterling township,Whiteside County,None
74483,Tampico township,Whiteside County,None
76758,Union Grove township,Whiteside County,None
50364,Moraine township,Lake County,None
78877,Warren township,Lake County,None
84233,Zion township,Lake County,None
12210,Centreville township,St. Clair County,None
69550,Shiloh Valley township,St. Clair County,None
72988,Stookey township,St. Clair County,None
49399,Millstadt township,St. Clair County,None
91965,Lynnville-Markham precinct,Morgan County,None
92041,Meredosia precinct,Morgan County,None
90725,Chapin-Concord precinct,Morgan County,None
