STATEFP,COUNTYFP,NAMELSAD,COUSUBFP,Place Name,Place Type,Label
17,69,Cave-In-Rock precinct,90666,Hardin County,County,None
17,69,McFarlan precinct,91998,Hardin County,County,None
17,69,Monroe precinct,92170,Hardin County,County,None
17,181,Cobden District 2 precinct,90774,Union County,County,None
17,181,Dongola District 2 precinct,90990,Union County,County,None
17,183,Vance township,77304,Vermilion County,County,None
17,95,Cedar township,11891,Knox County,County,In the Pipeline
17,95,Chestnut township,13217,Knox County,County,In the Pipeline
17,95,Copley township,16275,Knox County,County,In the Pipeline
17,95,Elba township,22879,Knox County,County,In the Pipeline
17,95,Haw Creek township,33552,Knox County,County,In the Pipeline
17,95,Indian Point township,37361,Knox County,County,In the Pipeline
17,95,Knox township,40403,Knox County,County,In the Pipeline
17,95,Maquon township,46708,Knox County,County,In the Pipeline
17,165,Brushy township,9122,Saline County,County,None
17,165,Cottage township,16535,Saline County,County,None
17,115,South Macon township,70967,Macon County,County,In the Pipeline
17,69,Stone Church precinct,93276,Hardin County,County,None
17,95,Ontario township,56172,Knox County,County,In the Pipeline
17,95,Persifer township,59221,Knox County,County,In the Pipeline
17,95,Rio township,64161,Knox County,County,In the Pipeline
17,95,Salem township,67223,Knox County,County,In the Pipeline
17,95,Sparta township,71435,Knox County,County,In the Pipeline
17,77,Bradley township,7731,Jackson County,County,None
17,181,Lick Creek precinct,91872,Union County,County,None
17,181,Mill Creek precinct,92142,Union County,County,None
17,181,Stokes precinct,93258,Union County,County,None
17,7,Belvidere township,5105,Boone County,County,In the Pipeline
17,27,Clement township,14884,Clinton County,County,None
17,7,Bonus township,7302,Boone County,County,In the Pipeline
17,7,Boone township,7328,Boone County,County,None
17,7,Caledonia township,10435,Boone County,County,None
17,183,Jamaica township,38180,Vermilion County,County,None
17,109,Bethel township,5638,McDonough County,County,None
17,95,Truro township,76303,Knox County,County,In the Pipeline
17,95,Victoria township,77824,Knox County,County,In the Pipeline
17,193,Carmi township,11306,White County,County,None
17,83,Elsah township,23789,Jersey County,County,None
17,77,De Soto township,19629,Jackson County,County,None
17,77,Fountain Bluff township,27260,Jackson County,County,None
17,77,Kinkaid township,40104,Jackson County,County,None
17,109,Bushnell township,10123,McDonough County,County,None
17,109,Colchester township,15391,McDonough County,County,None
17,109,Eldorado township,22996,McDonough County,County,None
17,125,Lynchburg township,45265,Mason County,County,None
17,109,Hire township,35333,McDonough County,County,None
17,109,Industry township,37452,McDonough County,County,None
17,129,Sugar Grove No. 5 precinct,93312,Menard County,County,None
17,19,Brown township,8914,Champaign County,County,Current Clients
17,5,Lagrange township,40741,Bond County,County,None
17,5,Old Ripley township,55730,Bond County,County,None
17,5,Tamalco township,74418,Bond County,County,None
17,73,Alba township,503,Henry County,County,None
17,73,Annawan township,1582,Henry County,County,None
17,73,Atkinson township,2739,Henry County,County,None
17,73,Burns township,9824,Henry County,County,None
17,73,Clover township,15040,Henry County,County,None
17,73,Colona township,15677,Henry County,County,None
17,73,Cornwall township,16444,Henry County,County,None
17,73,Edford township,22476,Henry County,County,None
17,73,Geneseo township,28859,Henry County,County,None
17,73,Hanna township,32642,Henry County,County,None
17,73,Kewanee township,39740,Henry County,County,None
17,73,Loraine township,44732,Henry County,County,None
17,39,Clintonia township,15014,De Witt County,County,None
17,39,Creek township,17302,De Witt County,County,None
17,47,Shelby No. 2 precinct,93156,Edwards County,County,None
17,39,Harp township,33058,De Witt County,County,None
17,73,Lynn township,45304,Henry County,County,None
17,73,Munson township,51388,Henry County,County,None
17,73,Osco township,56809,Henry County,County,None
17,73,Oxford township,57108,Henry County,County,None
17,73,Phenix township,59462,Henry County,County,None
17,73,Weller township,79722,Henry County,County,None
17,73,Wethersfield township,80983,Henry County,County,None
17,73,Yorktown township,84012,Henry County,County,None
17,197,Plainfield township,60300,Will County,County,None
17,197,Reed township,63108,Will County,County,None
17,197,Troy township,76212,Will County,County,In the Pipeline
17,197,Washington township,79059,Will County,County,None
17,197,Wesley township,79865,Will County,County,None
17,67,Dallas City township,18433,Hancock County,County,None
17,67,Nauvoo township,51804,Hancock County,County,None
17,39,Texas township,74769,De Witt County,County,None
17,39,Tunbridge township,76342,De Witt County,County,None
17,39,Wapella township,78786,De Witt County,County,None
17,67,Pilot Grove township,59845,Hancock County,County,None
17,67,Pontoosuc township,61093,Hancock County,County,None
17,9,Cooperstown township,16262,Brown County,County,None
17,39,Wilson township,82140,De Witt County,County,None
17,85,Stockton township,72793,Jo Daviess County,County,None
17,27,Carlyle township,11241,Clinton County,County,None
17,27,Lake township,40871,Clinton County,County,None
17,173,Ash Grove township,2466,Shelby County,County,None
17,143,Kickapoo township,39818,Peoria County,County,Current Clients
17,143,Medina township,48099,Peoria County,County,Current Clients
17,3,Cairo precinct,90612,Alexander County,County,None
17,3,Tamms precinct,93402,Alexander County,County,None
17,37,Squaw Grove township,72182,DeKalb County,County,None
17,115,Austin township,3051,Macon County,County,In the Pipeline
17,197,Wheatland township,81035,Will County,County,None
17,197,Wilmington township,82114,Will County,County,None
17,29,Charleston township,12580,Coles County,County,None
17,29,Hutton township,36880,Coles County,County,None
17,127,Adkins precinct,90018,Massac County,County,None
17,127,East Brooklyn precinct,91026,Massac County,County,None
17,123,Bennington township,5235,Marshall County,County,None
17,63,Aux Sable township,3090,Grundy County,County,None
17,173,Pickaway township,59663,Shelby County,County,None
17,55,Benton township,5313,Franklin County,County,None
17,55,Denning township,19421,Franklin County,County,None
17,55,Tyrone township,76576,Franklin County,County,None
17,127,Grant precinct,91494,Massac County,County,None
17,127,Hillerman precinct,91638,Massac County,County,None
17,159,German township,29028,Richland County,County,None
17,159,Madison township,46006,Richland County,County,None
17,159,Preston township,61847,Richland County,County,None
17,201,Seward township,68783,Winnebago County,County,In the Pipeline
17,181,Anna District 5 precinct,90198,Union County,County,None
17,201,Shirland township,69615,Winnebago County,County,In the Pipeline
17,123,Hopewell township,36152,Marshall County,County,None
17,63,Braceville township,7653,Grundy County,County,None
17,63,Erienna township,24400,Grundy County,County,None
17,63,Felix township,25778,Grundy County,County,None
17,63,Garfield township,28677,Grundy County,County,None
17,173,Windsor township,82335,Shelby County,County,None
17,127,Jackson precinct,91692,Massac County,County,None
17,127,Metropolis No. 2 precinct,92088,Massac County,County,None
17,127,Metropolis No. 3 precinct,92106,Massac County,County,None
17,127,West Brooklyn precinct,93672,Massac County,County,None
17,7,Flora township,26441,Boone County,County,In the Pipeline
17,191,Barnhill township,3753,Wayne County,County,None
17,67,Rock Creek township,64876,Hancock County,County,None
17,67,St. Mary township,67054,Hancock County,County,None
17,63,Goodfarm township,30432,Grundy County,County,None
17,63,Greenfield township,31381,Grundy County,County,None
17,63,Highland township,34657,Grundy County,County,None
17,63,Maine township,46175,Grundy County,County,None
17,123,Henry township,34176,Marshall County,County,None
17,191,Bedford township,4559,Wayne County,County,None
17,191,Berry township,5521,Wayne County,County,None
17,63,Mazon township,47800,Grundy County,County,None
17,127,Franklin precinct,91260,Massac County,County,None
17,129,Indian Creek No. 7 precinct,91656,Menard County,County,None
17,67,Sonora township,70499,Hancock County,County,None
17,33,Hutsonville township,36854,Crawford County,County,None
17,33,Lamotte township,41833,Crawford County,County,None
17,33,Montgomery township,50205,Crawford County,County,None
17,33,Robinson township,64720,Crawford County,County,None
17,33,Southwest township,71344,Crawford County,County,None
17,63,Wauponsee township,79345,Grundy County,County,None
17,63,Morris township,50504,Grundy County,County,None
17,63,Nettle Creek township,52038,Grundy County,County,None
17,191,Four Mile township,27364,Wayne County,County,None
17,191,Garden Hill township,28534,Wayne County,County,None
17,191,Grover township,31953,Wayne County,County,None
17,191,Hickory Hill township,34501,Wayne County,County,None
17,63,Norman township,53286,Grundy County,County,None
17,63,Vienna township,77850,Grundy County,County,None
17,191,Indian Prairie township,37387,Wayne County,County,None
17,123,Steuben township,72585,Marshall County,County,None
17,61,Athensville township,2700,Greene County,County,None
17,191,Jasper township,38258,Wayne County,County,None
17,191,Keith township,39285,Wayne County,County,None
17,61,Bluffdale township,6860,Greene County,County,None
17,61,Linder township,43809,Greene County,County,None
17,129,Irish Grove No. 4 precinct,91674,Menard County,County,None
17,191,Lamard township,41755,Wayne County,County,None
17,191,Massilon township,47501,Wayne County,County,None
17,129,Petersburg West No. 16 precinct,92441,Menard County,County,None
17,127,Lincoln precinct,91908,Massac County,County,None
17,131,Eliza township,23152,Mercer County,County,None
17,131,Greene township,31342,Mercer County,County,None
17,203,Palestine township,57290,Woodford County,County,None
17,203,Panola township,57537,Woodford County,County,None
17,203,Partridge township,58018,Woodford County,County,None
17,203,Spring Bay township,71611,Woodford County,County,None
17,203,Worth township,83544,Woodford County,County,None
17,163,St. Clair township,66729,St. Clair County,County,None
17,191,Mount Erie township,50946,Wayne County,County,None
17,191,Orchard township,56367,Wayne County,County,None
17,191,Orel township,56510,Wayne County,County,None
17,203,Roanoke township,64603,Woodford County,County,None
17,191,Arrington township,2297,Wayne County,County,None
17,13,Point precinct,92502,Calhoun County,County,None
17,27,Meridian township,48476,Clinton County,County,None
17,175,Valley township,77174,Stark County,County,None
17,11,Gold township,30146,Bureau County,County,None
17,177,Freeport township,27897,Stephenson County,County,None
17,177,Winslow township,82556,Stephenson County,County,None
17,101,Bond township,7198,Lawrence County,County,None
17,101,Denison township,19395,Lawrence County,County,None
17,101,Lawrence township,42379,Lawrence County,County,None
17,101,Petty township,59377,Lawrence County,County,None
17,177,Buckeye township,9226,Stephenson County,County,None
17,177,Loran township,44758,Stephenson County,County,None
17,57,Astoria township,2648,Fulton County,County,None
17,57,Banner township,3584,Fulton County,County,None
17,57,Bernadotte township,5469,Fulton County,County,None
17,57,Buckheart township,9265,Fulton County,County,None
17,103,Ashton township,2596,Lee County,County,None
17,177,Rock Run township,65143,Stephenson County,County,None
17,57,Canton township,11020,Fulton County,County,None
17,57,Ellisville township,23542,Fulton County,County,None
17,57,Fairview township,25076,Fulton County,County,None
17,57,Farmers township,25427,Fulton County,County,None
17,57,Joshua township,38713,Fulton County,County,None
17,103,Franklin Grove township,27695,Lee County,County,None
17,103,Dixon township,20175,Lee County,County,None
17,103,East Grove township,21865,Lee County,County,None
17,103,Hamilton township,32447,Lee County,County,None
17,103,Marion township,46890,Lee County,County,None
17,103,May township,47644,Lee County,County,None
17,119,Godfrey village,30094,Madison County,County,None
17,103,Nelson township,51960,Lee County,County,None
17,103,Palmyra township,57316,Lee County,County,None
17,103,South Dixon township,70694,Lee County,County,None
17,103,Sublette township,73300,Lee County,County,None
17,103,Viola township,78110,Lee County,County,None
17,103,Willow Creek township,81971,Lee County,County,None
17,197,Will township,81711,Will County,County,None
17,93,Seward township,68757,Kendall County,County,In the Pipeline
17,93,Seward township,68757,Kendall County,County,In the Pipeline
17,197,Peotone township,59065,Will County,County,None
17,59,Bowlesville township,7536,Gallatin County,County,None
17,201,Roscoe township,65624,Winnebago County,County,In the Pipeline
17,201,Burritt township,9915,Winnebago County,County,In the Pipeline
17,201,Cherry Valley township,13087,Winnebago County,County,In the Pipeline
17,185,Coffee precinct,90792,Wabash County,County,None
17,185,Lancaster precinct,91854,Wabash County,County,None
17,201,Durand township,21293,Winnebago County,County,In the Pipeline
17,201,Harlem township,32928,Winnebago County,County,In the Pipeline
17,201,Harrison township,33188,Winnebago County,County,In the Pipeline
17,201,Laona township,42054,Winnebago County,County,In the Pipeline
17,201,Owen township,57069,Winnebago County,County,In the Pipeline
17,201,Rockford township,65013,Winnebago County,County,In the Pipeline
17,201,Rockton township,65169,Winnebago County,County,In the Pipeline
17,201,Winnebago township,82504,Winnebago County,County,None
17,85,Apple River township,1686,Jo Daviess County,County,None
17,85,Berreman township,5495,Jo Daviess County,County,None
17,177,Dakota township,18355,Stephenson County,County,None
17,177,Erin township,24413,Stephenson County,County,None
17,177,Florence township,26506,Stephenson County,County,None
17,129,Fancy Prairie No. 3 precinct,91242,Menard County,County,None
17,181,Jonesboro District 2 precinct,91782,Union County,County,None
17,181,Anna District 4 precinct,90180,Union County,County,None
17,85,Council Hill township,16639,Jo Daviess County,County,None
17,85,Derinda township,19551,Jo Daviess County,County,None
17,85,Dunleith township,21202,Jo Daviess County,County,None
17,85,Elizabeth township,23178,Jo Daviess County,County,None
17,85,Guilford township,31979,Jo Daviess County,County,None
17,85,Hanover township,32720,Jo Daviess County,County,None
17,177,Harlem township,32902,Stephenson County,County,None
17,177,Jefferson township,38284,Stephenson County,County,None
17,177,Kent township,39610,Stephenson County,County,None
17,177,Oneco township,56120,Stephenson County,County,None
17,177,Rock Grove township,65065,Stephenson County,County,None
17,181,Jonesboro District 3 precinct,91792,Union County,County,None
17,181,Anna District 7 precinct,90224,Union County,County,None
17,177,Waddams township,78318,Stephenson County,County,None
17,177,West Point township,80788,Stephenson County,County,None
17,147,Bement township,5157,Piatt County,County,None
17,185,Friendsville precinct,91314,Wabash County,County,None
17,185,Mount Carmel precinct,92214,Wabash County,County,None
17,113,Normal township,53247,McLean County,County,Current Clients
17,117,Nilwood township,53052,Macoupin County,County,None
17,185,Wabash precinct,93582,Wabash County,County,None
17,185,Compton precinct,90810,Wabash County,County,None
17,147,Goose Creek township,30523,Piatt County,County,None
17,147,Monticello township,50257,Piatt County,County,None
17,147,Sangamon township,67587,Piatt County,County,None
17,147,Willow Branch township,81906,Piatt County,County,None
17,71,Carman township,11280,Henderson County,County,None
17,71,Gladstone township,29444,Henderson County,County,None
17,71,Lomax township,44394,Henderson County,County,None
17,159,Bonpas township,7289,Richland County,County,None
17,159,Olney township,55925,Richland County,County,None
17,39,Santa Anna township,67639,De Witt County,County,None
17,71,Media township,48086,Henderson County,County,None
17,71,Oquawka township,56250,Henderson County,County,None
17,71,Stronghurst township,73274,Henderson County,County,None
17,95,Lynn township,45330,Knox County,County,In the Pipeline
17,9,Ripley township,64187,Brown County,County,None
17,39,Barnett township,3714,De Witt County,County,None
17,39,De Witt township,19785,De Witt County,County,None
17,39,Rutledge township,66469,De Witt County,County,None
17,141,Pine Creek township,59897,Ogle County,County,Current Clients
17,141,Pine Creek township,59897,Ogle County,County,Current Clients
17,71,Terre Haute township,74730,Henderson County,County,None
17,161,Edgington township,22632,Rock Island County,County,In the Pipeline
17,73,Cambridge township,10656,Henry County,County,None
17,119,Alhambra township,750,Madison County,County,In the Pipeline
17,119,Fort Russell township,27130,Madison County,County,In the Pipeline
17,119,Hamel township,32421,Madison County,County,In the Pipeline
17,119,Marine township,46877,Madison County,County,In the Pipeline
17,119,New Douglas township,52428,Madison County,County,In the Pipeline
17,103,Reynolds township,63407,Lee County,County,None
17,119,Olive township,55834,Madison County,County,In the Pipeline
17,119,Pin Oak township,60014,Madison County,County,In the Pipeline
17,119,St. Jacob township,66872,Madison County,County,In the Pipeline
17,119,Wood River township,83284,Madison County,County,In the Pipeline
17,113,Bellflower township,4910,McLean County,County,Current Clients
17,113,Dale township,18381,McLean County,County,Current Clients
17,113,Downs township,20656,McLean County,County,Current Clients
17,119,Leef township,42652,Madison County,County,In the Pipeline
17,45,Symmes township,74288,Edgar County,County,None
17,111,Burton township,10032,McHenry County,County,None
17,111,Coral township,16314,McHenry County,County,None
17,111,Hartland township,33305,McHenry County,County,None
17,89,Aurora township,3025,Kane County,County,None
17,89,St. Charles township,66716,Kane County,County,None
17,201,Pecatonica township,58421,Winnebago County,County,In the Pipeline
17,87,Lake No. 1 precinct,91840,Johnson County,County,None
17,87,Vienna No. 2 precinct,93546,Johnson County,County,None
17,87,Lake No. 2 precinct,91842,Johnson County,County,None
17,93,Big Grove township,5872,Kendall County,County,In the Pipeline
17,93,Bristol township,8368,Kendall County,County,In the Pipeline
17,93,Bristol township,8368,Kendall County,County,In the Pipeline
17,93,Fox township,27416,Kendall County,County,In the Pipeline
17,93,Fox township,27416,Kendall County,County,In the Pipeline
17,93,Fox township,27416,Kendall County,County,In the Pipeline
17,93,Little Rock township,44043,Kendall County,County,In the Pipeline
17,93,Little Rock township,44043,Kendall County,County,In the Pipeline
17,87,Bloomfield precinct,90450,Johnson County,County,None
17,93,Na-Au-Say township,51531,Kendall County,County,None
17,143,West Peoria city,80736,Peoria County,County,None
17,91,Rockville township,65195,Kankakee County,County,None
17,137,South Jacksonville No. 1 precinct,93206,Morgan County,County,None
17,9,Buckhorn township,9291,Brown County,County,None
17,9,Elkhorn township,23308,Brown County,County,None
17,87,Burnside precinct,90558,Johnson County,County,None
17,87,Elvira precinct,91188,Johnson County,County,None
17,87,Goreville No. 1 precinct,91440,Johnson County,County,None
17,87,Grantsburg No. 1 precinct,91512,Johnson County,County,None
17,91,Pembroke township,58538,Kankakee County,County,None
17,91,Pilot township,59819,Kankakee County,County,None
17,91,St. Anne township,66651,Kankakee County,County,None
17,91,Sumner township,73690,Kankakee County,County,None
17,87,Grantsburg No. 2 precinct,91530,Johnson County,County,None
17,87,Ozark precinct,92340,Johnson County,County,None
17,57,Kerton township,39714,Fulton County,County,None
17,57,Lee township,42574,Fulton County,County,None
17,57,Lewistown township,43068,Fulton County,County,None
17,87,Simpson precinct,93168,Johnson County,County,None
17,87,Vienna No. 1 precinct,93528,Johnson County,County,None
17,87,Vienna No. 3 precinct,93552,Johnson County,County,None
17,57,Liverpool township,44134,Fulton County,County,None
17,113,Allin township,893,McLean County,County,Current Clients
17,113,Anchor township,1374,McLean County,County,Current Clients
17,113,Arrowsmith township,2369,McLean County,County,Current Clients
17,91,Aroma township,2245,Kankakee County,County,None
17,91,Bourbonnais township,7484,Kankakee County,County,None
17,25,Harter township,33266,Clay County,County,None
17,25,Hoosier township,36087,Clay County,County,None
17,25,Larkinsburg township,42158,Clay County,County,None
17,57,Orion township,56588,Fulton County,County,None
17,57,Pleasant township,60430,Fulton County,County,None
17,57,Putman township,62276,Fulton County,County,None
17,137,South Jacksonville No. 3 precinct,93210,Morgan County,County,None
17,137,South Jacksonville No. 2 precinct,93208,Morgan County,County,None
17,57,Union township,76667,Fulton County,County,None
17,187,Coldbrook township,15404,Warren County,County,None
17,187,Ellison township,23516,Warren County,County,None
17,187,Floyd township,26610,Warren County,County,None
17,37,Victor township,77798,DeKalb County,County,None
17,187,Greenbush township,31277,Warren County,County,None
17,137,Murrayville precinct,92232,Morgan County,County,None
17,23,Anderson township,1465,Clark County,County,None
17,23,Douglas township,20461,Clark County,County,None
17,169,Oakland township,54794,Schuyler County,County,None
17,75,Ashkum township,2492,Iroquois County,County,None
17,75,Belmont township,5014,Iroquois County,County,None
17,75,Middleport township,48814,Iroquois County,County,None
17,75,Prairie Green township,61665,Iroquois County,County,None
17,187,Kelly township,39396,Warren County,County,None
17,187,Lenox township,42847,Warren County,County,None
17,187,Monmouth township,50023,Warren County,County,None
17,57,Vermont township,77655,Fulton County,County,None
17,23,Orange township,56302,Clark County,County,None
17,103,Alto township,1101,Lee County,County,None
17,17,Bluff Springs township,6938,Cass County,County,None
17,133,Precinct 2,92555,Monroe County,County,None
17,133,Precinct 3,92560,Monroe County,County,None
17,75,Artesia township,2401,Iroquois County,County,None
17,75,Beaver township,4455,Iroquois County,County,None
17,187,Swan township,74093,Warren County,County,None
17,57,Woodland township,83089,Fulton County,County,None
17,57,Young Hickory township,84077,Fulton County,County,None
17,121,Kinmundy township,40130,Marion County,County,None
17,133,Precinct 4,92565,Monroe County,County,None
17,133,Precinct 5,92570,Monroe County,County,None
17,121,Odin township,55223,Marion County,County,None
17,133,Precinct 7,92580,Monroe County,County,None
17,133,Precinct 8,92585,Monroe County,County,None
17,133,Precinct 9,92590,Monroe County,County,None
17,187,Roseville township,65858,Warren County,County,None
17,75,Beaverville township,4520,Iroquois County,County,None
17,75,Crescent township,17367,Iroquois County,County,None
17,75,Douglas township,20487,Iroquois County,County,None
17,75,Fountain Creek township,27286,Iroquois County,County,None
17,121,Omega township,56055,Marion County,County,None
17,121,Sandoval township,67457,Marion County,County,None
17,121,Patoka township,58070,Marion County,County,None
17,121,Alma township,932,Marion County,County,None
17,15,Elkhorn Grove township,23321,Carroll County,County,None
17,133,Precinct 13,92610,Monroe County,County,None
17,133,Precinct 16,92625,Monroe County,County,None
17,133,Precinct 17,92630,Monroe County,County,None
17,133,Precinct 18,92635,Monroe County,County,None
17,133,Precinct 19,92640,Monroe County,County,None
17,75,Iroquois township,37725,Iroquois County,County,None
17,75,Loda township,44277,Iroquois County,County,None
17,75,Lovejoy township,44979,Iroquois County,County,None
17,75,Milford township,49061,Iroquois County,County,None
17,133,Precinct 11,92600,Monroe County,County,None
17,133,Precinct 14,92615,Monroe County,County,None
17,133,Precinct 24,92665,Monroe County,County,None
17,133,Precinct 27,92680,Monroe County,County,None
17,133,Precinct 20,92645,Monroe County,County,None
17,133,Precinct 23,92660,Monroe County,County,None
17,133,Precinct 25,92670,Monroe County,County,None
17,133,Precinct 26,92675,Monroe County,County,None
17,133,Precinct 29,92690,Monroe County,County,None
17,133,Precinct 30,92695,Monroe County,County,None
17,31,Barrington township,3831,Cook County,County,Current Clients
17,31,Berwyn township,5586,Cook County,County,None
17,117,Staunton township,72416,Macoupin County,County,None
17,203,Clayton township,14793,Woodford County,County,None
17,75,Milks Grove township,49074,Iroquois County,County,None
17,75,Onarga township,56094,Iroquois County,County,None
17,75,Papineau township,57589,Iroquois County,County,None
17,75,Pigeon Grove township,59767,Iroquois County,County,None
17,75,Ridgeland township,63901,Iroquois County,County,None
17,3,McClure precinct,91980,Alexander County,County,None
17,3,Olive Branch precinct,92304,Alexander County,County,None
17,3,Sandusky precinct,93114,Alexander County,County,None
17,75,Sheldon township,69225,Iroquois County,County,None
17,179,Boynton township,7627,Tazewell County,County,None
17,179,Cincinnati township,14403,Tazewell County,County,In the Pipeline
17,179,Deer Creek township,18953,Tazewell County,County,In the Pipeline
17,195,Genesee township,28833,Whiteside County,County,In the Pipeline
17,195,Hahnaman township,32174,Whiteside County,County,In the Pipeline
17,195,Hopkins township,36178,Whiteside County,County,In the Pipeline
17,195,Hume township,36581,Whiteside County,County,In the Pipeline
17,179,Delavan township,19239,Tazewell County,County,In the Pipeline
17,179,Elm Grove township,23607,Tazewell County,County,In the Pipeline
17,179,Fondulac township,26636,Tazewell County,County,In the Pipeline
17,195,Montmorency township,50270,Whiteside County,County,In the Pipeline
17,133,Precinct 31,92700,Monroe County,County,None
17,133,Precinct 32,92705,Monroe County,County,None
17,133,Precinct 33,92710,Monroe County,County,None
17,133,Precinct 34,92715,Monroe County,County,None
17,133,Precinct 35,92720,Monroe County,County,None
17,133,Precinct 36,92725,Monroe County,County,None
17,31,Calumet township,10474,Cook County,County,None
17,31,Cicero township,14364,Cook County,County,None
17,31,Lemont township,42808,Cook County,County,None
17,31,New Trier township,52909,Cook County,County,None
17,193,Enfield township,24192,White County,County,None
17,193,Heralds Prairie township,34228,White County,County,None
17,83,Richwood township,63745,Jersey County,County,None
17,83,Jersey township,38401,Jersey County,County,None
17,83,Mississippi township,49672,Jersey County,County,None
17,83,Otter Creek township,56952,Jersey County,County,None
17,83,Piasa township,59598,Jersey County,County,None
17,83,Quarry township,62354,Jersey County,County,None
17,83,Rosedale township,65689,Jersey County,County,None
17,77,Levan township,42990,Jackson County,County,None
17,77,Murphysboro township,51466,Jackson County,County,None
17,133,Precinct 21,92650,Monroe County,County,None
17,77,Sand Ridge township,67522,Jackson County,County,None
17,179,Groveland township,31940,Tazewell County,County,None
17,179,Hittle township,35359,Tazewell County,County,In the Pipeline
17,179,Mackinaw township,45792,Tazewell County,County,In the Pipeline
17,11,Manlius township,46435,Bureau County,County,None
17,179,Malone township,46266,Tazewell County,County,In the Pipeline
17,179,Morton township,50634,Tazewell County,County,In the Pipeline
17,179,Pekin township,58460,Tazewell County,County,In the Pipeline
17,105,Rooks Creek township,65520,Livingston County,County,None
17,125,Bath township,4169,Mason County,County,None
17,77,Vergennes township,77538,Jackson County,County,None
17,77,Grand Tower township,30783,Jackson County,County,None
17,77,Pomona township,60963,Jackson County,County,None
17,65,Crook township,17627,Hamilton County,County,None
17,65,Knight Prairie township,40299,Hamilton County,County,None
17,133,Precinct 15,92620,Monroe County,County,None
17,133,Precinct 22,92655,Monroe County,County,None
17,31,County subdivisions not defined,0,Cook County,County,None
17,31,Bremen township,7939,Cook County,County,None
17,31,Hanover township,32694,Cook County,County,Current Clients
17,31,Niles township,53013,Cook County,County,In the Pipeline
17,31,Proviso township,62133,Cook County,County,None
17,31,Thornton township,75198,Cook County,County,None
17,31,Northfield township,53676,Cook County,County,Current Clients
17,31,Norwood Park township,54430,Cook County,County,None
17,31,Oak Park township,54898,Cook County,County,None
17,31,Orland township,56614,Cook County,County,None
17,51,Hurricane township,36802,Fayette County,County,None
17,51,La Clede township,40533,Fayette County,County,None
17,51,Lone Grove township,44459,Fayette County,County,None
17,51,Otego township,56913,Fayette County,County,None
17,51,Shafter township,68926,Fayette County,County,None
17,51,Wheatland township,81022,Fayette County,County,None
17,51,Wilberton township,81568,Fayette County,County,None
17,77,Somerset township,70408,Jackson County,County,None
17,179,Spring Lake township,72130,Tazewell County,County,In the Pipeline
17,179,Tremont township,75978,Tazewell County,County,In the Pipeline
17,179,Washington township,79046,Tazewell County,County,None
17,175,Toulon township,75796,Stark County,County,None
17,31,Palatine township,57238,Cook County,County,Current Clients
17,31,Palos township,57355,Cook County,County,None
17,31,Riverside township,64434,Cook County,County,None
17,31,Schaumburg township,68016,Cook County,County,Current Clients
17,117,Bunker Hill township,9590,Macoupin County,County,None
17,117,Brighton township,8277,Macoupin County,County,None
17,195,Albany township,529,Whiteside County,County,In the Pipeline
17,51,Ramsey township,62640,Fayette County,County,None
17,51,Sefton township,68549,Fayette County,County,None
17,189,Okawville township,55483,Washington County,County,None
17,189,Oakdale township,54599,Washington County,County,None
17,195,Coloma township,15651,Whiteside County,County,In the Pipeline
17,195,Fenton township,25817,Whiteside County,County,In the Pipeline
17,195,Fulton township,28157,Whiteside County,County,In the Pipeline
17,195,Garden Plain township,28586,Whiteside County,County,In the Pipeline
17,99,Allen township,763,La Salle County,County,None
17,99,Brookfield township,8583,La Salle County,County,None
17,99,Dayton township,18784,La Salle County,County,None
17,31,Lyons township,45447,Cook County,County,None
17,31,Wheeling township,81100,Cook County,County,Current Clients
17,117,Bird township,6067,Macoupin County,County,None
17,117,Brushy Mound township,9135,Macoupin County,County,None
17,79,Fox township,27390,Jasper County,County,None
17,99,Dimmick township,19980,La Salle County,County,None
17,99,Eagle township,21436,La Salle County,County,None
17,99,Earl township,21527,La Salle County,County,None
17,99,Eden township,22424,La Salle County,County,None
17,99,Fall River township,25284,La Salle County,County,None
17,99,Farm Ridge township,25583,La Salle County,County,None
17,99,Grand Rapids township,30744,La Salle County,County,None
17,117,Carlinville township,11209,Macoupin County,County,None
17,117,Girard township,29405,Macoupin County,County,None
17,117,Hillyard township,35242,Macoupin County,County,None
17,117,Honey Point township,35996,Macoupin County,County,None
17,195,Ustick township,77070,Whiteside County,County,None
17,77,Elk township,23217,Jackson County,County,None
17,125,Allens Grove township,844,Mason County,County,None
17,99,Hope township,36100,La Salle County,County,None
17,99,LaSalle township,42197,La Salle County,County,None
17,99,Manlius township,46448,La Salle County,County,None
17,99,Mendota township,48346,La Salle County,County,None
17,99,Meriden township,48463,La Salle County,County,None
17,99,Miller township,49204,La Salle County,County,None
17,117,Mount Olive township,51037,Macoupin County,County,None
17,117,North Otter township,54040,Macoupin County,County,None
17,125,Forest City township,26766,Mason County,County,None
17,125,Havana township,33526,Mason County,County,None
17,125,Manito township,46396,Mason County,County,None
17,125,Pennsylvania township,58629,Mason County,County,None
17,125,Quiver township,62419,Mason County,County,None
17,117,North Palmyra township,54053,Macoupin County,County,None
17,117,Polk township,60924,Macoupin County,County,None
17,99,Mission township,49646,La Salle County,County,None
17,99,Northville township,54248,La Salle County,County,None
17,99,Osage township,56731,La Salle County,County,None
17,99,Ottawa township,56939,La Salle County,County,None
